Locus	Name	Definition	MolType	MolStruct	Taxonomy	DB_origin	Length	prophage	nb_prot	GC	nb_PhROGs	nb_Sing	nb_Paralog	Host name	Superkingdom	phylum	class	order	family	genus	species	Full taxo	Full taxo with lvl
KX349238	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate Np_01_1112, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175433	undef	214	42.14	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349251	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate Np_24_1112, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175433	undef	214	42.17	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349227	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate Fa_10_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175432	undef	214	42.15	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349232	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate LIS_09_1010, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175432	undef	214	42.15	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349257	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate RW_02_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175432	undef	214	42.15	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349276	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate W1_09_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175432	undef	214	42.15	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349228	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate Fa_24_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175431	undef	214	42.15	197	1	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349272	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate W1_01_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175431	undef	214	42.15	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_020859	Synechococcus phage S-RIM2 R1_1999	Synechococcus phage S-RIM2 R1_1999, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	REFSEQ	175430	undef	210	42.15	194	1	15	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
HQ317290	Synechococcus phage S-RIM2 R21_2007	Synechococcus phage S-RIM2 R21_2007, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	PVOG	175430	undef	208	42.16	193	0	15	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KX349258	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate RW_03_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175429	undef	214	42.15	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349265	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate RW_17_0113, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175425	undef	214	42.16	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349252	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate Np_31_1112, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175424	undef	214	42.15	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349245	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate Np_14_0912, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175423	undef	214	42.16	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
HQ317291	Synechococcus phage S-RIM2 R9_2006	Synechococcus phage S-RIM2 R9_2006, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	PVOG	175419	undef	210	42.16	195	0	15	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KX349226	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate Fa_02_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175410	undef	214	42.16	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349255	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate RW_01_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175381	undef	214	42.15	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349326	Cyanophage S-RIM12	Cyanophage S-RIM12 isolate WH_05_0310, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175341	undef	212	39.56	199	0	13	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349237	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate Np_01_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175340	undef	214	42.15	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349284	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate W2_39_0910, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175334	undef	215	42.16	199	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349278	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate W1_13_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175312	undef	215	42.17	199	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349273	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate W1_01_0910, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175311	undef	215	42.17	199	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349277	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate W1_12_0909, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175309	undef	215	42.16	199	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349280	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate W2_02_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175307	undef	215	42.16	199	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349275	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate W1_08_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175261	undef	215	42.16	199	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349283	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate W2_32_0910, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175247	undef	215	42.17	199	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_015286	Synechococcus phage Syn19	Synechococcus phage Syn19, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	REFSEQ	175230	undef	215	41.25	189	12	14	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KX349308	Cyanophage S-RIM12	Cyanophage S-RIM12 isolate Np_15_0310, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175190	undef	212	39.56	199	0	13	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349262	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate RW_12_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175145	undef	214	42.13	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349327	Cyanophage S-RIM12	Cyanophage S-RIM12 isolate WH_07_0310, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175117	undef	213	39.56	201	0	12	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349229	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate LIS_01_1010, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175083	undef	215	42.15	199	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349234	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate LIS_12_1010, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	175083	undef	215	42.16	199	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349261	Synechococcus phage S-RIM2	Synechococcus phage S-RIM2 isolate RW_12_0113, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	174895	undef	214	42.17	198	0	16	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_026924	Synechococcus phage ACG-2014g	Synechococcus phage ACG-2014g isolate Syn7803US105, complete	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus	REFSEQ	174885	undef	216	39.25	195	3	18	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
NC_031922	Synechococcus phage S-CAM9	Synechococcus phage S-CAM9 isolate 1109NB16, complete genome.	DNA	linear	Viruses; unclassified bacterial viruses	REFSEQ	174830	undef	229	39.04	163	46	20	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
KX349312	Cyanophage S-RIM12	Cyanophage S-RIM12 isolate RW_04_0709, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	174790	undef	215	39.57	204	0	11	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349318	Cyanophage S-RIM12	Cyanophage S-RIM12 isolate RW_27_0310, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	174785	undef	215	39.63	204	0	11	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349310	Cyanophage S-RIM12	Cyanophage S-RIM12 isolate RW_01_0310, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	174670	undef	213	39.51	200	0	13	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349316	Cyanophage S-RIM12	Cyanophage S-RIM12 isolate RW_22_0110, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	174353	undef	216	39.55	205	0	11	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
KX349321	Cyanophage S-RIM12	Cyanophage S-RIM12 isolate Sn_07_0910, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	BACT_NUCCORE_ENPLUS	174353	undef	212	39.5	199	0	13	Synechococcus	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	unknown	1;131567;2;1117;1301283;1118;1129	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus
